Id,PeriodYear,PeriodName,EntQev,MinLinj,InstitCode,InstitName,Kap,ProgramCode,ProgramName,EconomicCode,TreasureCode,ProjectCode,ProjectName,Revised,Actual,Encumbrance,AvailableFunds
17770,2025,11-2025,001,05,1005070,Bordi i Kullimit Fier (0909),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,230,0909,M051202,Studim projektim per objektet e programit,10000000,0,0,10000000
17771,2025,11-2025,001,05,1005072,Bordi i Kullimit Korce (1515),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,231,1515,18AJ829,Rehabilitim i kanalit ujites se Berat - Ura e Kucit,11839864,0,0,11839864
17772,2025,11-2025,001,05,1005072,Bordi i Kullimit Korce (1515),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,231,1515,18AJ831,Vepra e Marrjes + Skema Ujitese - Naum Panxhi,20402539,0,0,20402539
17773,2025,11-2025,001,05,1005072,Bordi i Kullimit Korce (1515),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,231,1515,18AK217,Mbrojtje nga permbytja e lumit Osum ne Havales , Bashkia Berat,54785941,0,0,54785941
17774,2025,11-2025,001,05,1005072,Bordi i Kullimit Korce (1515),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,231,1515,18AK219,Sistemim, permiresim dhe asfaltim I ambjenteve brenda territorit te DUK Korce,7330000,0,0,7330000
17775,2025,11-2025,001,05,1005072,Bordi i Kullimit Korce (1515),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,231,1515,18AK390,Mbrojtje nga gerryerjet dhe permbytja nga Lumi Osum ne Starove - Remanice,28866424,0,0,28866424
17776,2025,11-2025,001,05,1005072,Bordi i Kullimit Korce (1515),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,231,1515,18AK391,Argjinatura Mbrojtese nga lumi Shkumbin ne Fatisht , Bashkia Peqin,71178731,0,0,71178731
17777,2025,11-2025,001,05,1005072,Bordi i Kullimit Korce (1515),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,230,1515,M051202,Studim projektim per objektet e programit,4260000,0,0,4260000
17778,2025,11-2025,001,05,1005074,Bordi i Kullimit Lezhe (2020),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,231,2020,18AJ825,Kanali ujites U - 13 Kurbin,40773393,0,0,40773393
17779,2025,11-2025,001,05,1005074,Bordi i Kullimit Lezhe (2020),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,231,2020,18AJ826,Kanali ujites U - 14 Kurbin,32381499,0,0,32381499
17780,2025,11-2025,001,05,1005074,Bordi i Kullimit Lezhe (2020),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,231,2020,18AJ830,Rehabilitim i kanalit ujites Shelqet-Pistull, L=4,555 km,24665160,0,0,24665160
17781,2025,11-2025,001,05,1005074,Bordi i Kullimit Lezhe (2020),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,231,2020,18AJ834,Rehabilitim i kanalit ujites KU-15 Kurbin, L= 11 km,74019232,0,0,74019232
17782,2025,11-2025,001,05,1005074,Bordi i Kullimit Lezhe (2020),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,231,2020,18AJ835,Rehabilitimi i kanalit ujites Shelqet Pistull, Faza II (PIK 102-166, L=17000),8188033,0,0,8188033
17783,2025,11-2025,001,05,1005074,Bordi i Kullimit Lezhe (2020),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,231,2020,18AK218,Mbrojtje nga gerryerjet e lumit Mat ne Skuraj, fshati Ferr.,23000000,0,0,23000000
17784,2025,11-2025,001,05,1005074,Bordi i Kullimit Lezhe (2020),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,231,2020,18AK220,Grykederdhja e perroit Gryke Manati ne lumin Drin (L=0.46 km),16500000,0,0,16500000
17785,2025,11-2025,001,05,1005074,Bordi i Kullimit Lezhe (2020),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,231,2020,18AK221,Mbrojtje nga gerryerjet e lumit Kir (ish fusha e druve),26639797,0,0,26639797
17786,2025,11-2025,001,05,1005074,Bordi i Kullimit Lezhe (2020),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,231,2020,18AK399,Mbrojtje bregu nga gerryerjet e lumit Drin ne Bahcallek, Shkoder,100000000,0,0,100000000
17787,2025,11-2025,001,05,1005074,Bordi i Kullimit Lezhe (2020),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,230,2020,M051202,Studim projektim per objektet e programit,7412545,0,0,7412545
17788,2025,11-2025,001,05,1005001,Aparati Ministrise se Bujqesise dhe Zhvillimit Rural (3535),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,231,3535,18AK395,Rimokjator per transportimin e makinerise se rende,18000000,0,0,18000000
17789,2025,11-2025,001,05,1005001,Aparati Ministrise se Bujqesise dhe Zhvillimit Rural (3535),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,231,3535,18AK396,Blerje ekskavatore,31016000,0,0,31016000
17790,2025,11-2025,001,05,1005001,Aparati Ministrise se Bujqesise dhe Zhvillimit Rural (3535),B1,04240,Menaxhimi i infrastruktures se kullimit dhe ujitjes,230,3535,M051202,Studim projektim per objektet e programit,2102492,0,0,2102492
17791,2025,11-2025,001,05,1005117,Agjencia per Zhvillimin Bujqesor dhe Rural (AZHBR) (3535),B1,04250,Zhvillimi Rural duke mbeshtur Prodhimin Bujqesor, Blegtoral, Agroindustrial dhe Marketingun,231,3535,18AK601,Blerje pajisjesh të ndryshme dhe pajisje elektronike AZHBR;,10000000,0,0,10000000
17792,2025,11-2025,001,05,1005117,Agjencia per Zhvillimin Bujqesor dhe Rural (AZHBR) (3535),B1,04250,Zhvillimi Rural duke mbeshtur Prodhimin Bujqesor, Blegtoral, Agroindustrial dhe Marketingun,231,3535,18AK621,Blerje pajisje per AZHBR,7000000,0,0,7000000
17793,2025,11-2025,001,05,1005039,Agjensia Kombetare e duhaneve (3535),B1,04250,Zhvillimi Rural duke mbeshtur Prodhimin Bujqesor, Blegtoral, Agroindustrial dhe Marketingun,231,3535,18AK624,Blerje pajisje laboratori per  AKDC,8280000,0,0,8280000
17794,2025,11-2025,001,05,1005001,Aparati Ministrise se Bujqesise dhe Zhvillimit Rural (3535),B1,04250,Zhvillimi Rural duke mbeshtur Prodhimin Bujqesor, Blegtoral, Agroindustrial dhe Marketingun,231,3535,18AK625,Ngritja e sistemit te analizes dhe procesimit te te dhenave te fermave tip sipas FADN,192408000,0,0,192408000
17795,2025,11-2025,001,05,1005117,Agjencia per Zhvillimin Bujqesor dhe Rural (AZHBR) (3535),B1,04250,Zhvillimi Rural duke mbeshtur Prodhimin Bujqesor, Blegtoral, Agroindustrial dhe Marketingun,231,3535,18AK626,Blerje programesh AZHBR,1006000,0,0,1006000
17796,2025,11-2025,001,05,1005117,Agjencia per Zhvillimin Bujqesor dhe Rural (AZHBR) (3535),B1,04250,Zhvillimi Rural duke mbeshtur Prodhimin Bujqesor, Blegtoral, Agroindustrial dhe Marketingun,231,3535,18AK627,Blerje mobilje AZHBR,3560000,0,0,3560000
17797,2025,11-2025,001,05,1005117,Agjencia per Zhvillimin Bujqesor dhe Rural (AZHBR) (3535),B3,04250,Zhvillimi Rural duke mbeshtur Prodhimin Bujqesor, Blegtoral, Agroindustrial dhe Marketingun,231,3535,18AL301,Përfitues nga Programi IPARD II nga masa 1,196168000,0,0,196168000
17798,2025,11-2025,001,05,1005001,Aparati Ministrise se Bujqesise dhe Zhvillimit Rural (3535),B4,04250,Zhvillimi Rural duke mbeshtur Prodhimin Bujqesor, Blegtoral, Agroindustrial dhe Marketingun,231,3535,18AL305,Projekti SDRA me GIZ,27400000,0,0,27400000
17799,2025,11-2025,001,05,1005001,Aparati Ministrise se Bujqesise dhe Zhvillimit Rural (3535),B3,04250,Zhvillimi Rural duke mbeshtur Prodhimin Bujqesor, Blegtoral, Agroindustrial dhe Marketingun,231,3535,21AB901,Perfitues nga Programi IPARD III,15000000,0,0,15000000
17800,2025,11-2025,001,05,1005001,Aparati Ministrise se Bujqesise dhe Zhvillimit Rural (3535),B4,04250,Zhvillimi Rural duke mbeshtur Prodhimin Bujqesor, Blegtoral, Agroindustrial dhe Marketingun,231,3535,21AB901,Perfitues nga Programi IPARD III,4963000,0,0,4963000
17801,2025,11-2025,001,05,1005039,Agjensia Kombetare e duhaneve (3535),B1,04250,Zhvillimi Rural duke mbeshtur Prodhimin Bujqesor, Blegtoral, Agroindustrial dhe Marketingun,231,3535,M051219,Blerje automjetesh,3720000,0,0,3720000
17802,2025,11-2025,001,05,1005113,Qendra e Transferimit te Teknologjive Bujqesore Vlore (3737),B1,04250,Zhvillimi Rural duke mbeshtur Prodhimin Bujqesor, Blegtoral, Agroindustrial dhe Marketingun,230,3737,18AL206,Studim zonat e kultivimit te vreshtave per rrush per vere,19542000,0,0,19542000
17803,2025,11-2025,001,05,1005112,Qendra e Transferimit te Teknologjive Bujqesore Kruje (0716),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,0716,18AL411,Pajisje komjuterike të blera nga QTTB Fushë Krujë,1200000,0,0,1200000
17804,2025,11-2025,001,05,1005112,Qendra e Transferimit te Teknologjive Bujqesore Kruje (0716),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,0716,18AL529,Rikonstruksion catie nga QTTB Fushe Kruje,3000000,0,0,3000000
17805,2025,11-2025,001,05,1005112,Qendra e Transferimit te Teknologjive Bujqesore Kruje (0716),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,0716,18AL530,Ndertimi I linjes per furnizimin me energji elektrike tek stacioni I pompave te ujitjes,2663000,0,0,2663000
17806,2025,11-2025,001,05,1005112,Qendra e Transferimit te Teknologjive Bujqesore Kruje (0716),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,0716,18AL625,Blerje Pajisje zyrash nga QTTB Fushë Krujë,203000,0,0,203000
17807,2025,11-2025,001,05,1005112,Qendra e Transferimit te Teknologjive Bujqesore Kruje (0716),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,0716,18AL628,Blerje Pajisje Laboratorike nga QTTB Fushë Krujë,21000000,0,0,21000000
17808,2025,11-2025,001,05,1005141,Agjencia Rajonale e Ekstensionit Bujqesor Lushnje (0922),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,0922,18AL406,Pajisje kompjuterike te blera AREB Lushnje,508000,0,0,508000
17809,2025,11-2025,001,05,1005114,Qendra e Transferimit te Teknologjive Bujqesore Lushnje (0922),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,0922,18AL622,Agregatë bujqësorë te blera nga QTTB Lushnje,1422000,0,0,1422000
17810,2025,11-2025,001,05,1005141,Agjencia Rajonale e Ekstensionit Bujqesor Lushnje (0922),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,0922,M050392,Blerje paisje zyrash,250000,0,0,250000
17811,2025,11-2025,001,05,1005142,Agjencia Rajonale e Ekstensionit Bujqesor Korce (1515),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,1515,18AL404,Pajisje kompjuterike te blera AREB Korce,653000,0,0,653000
17812,2025,11-2025,001,05,1005115,Qendra e Transferimit te Teknologjive Bujqesore Korce (1515),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,1515,18AL526,Hapje pusesh nga QTTB Korçë,2700000,0,0,2700000
17813,2025,11-2025,001,05,1005115,Qendra e Transferimit te Teknologjive Bujqesore Korce (1515),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,1515,18AL528,Laborator I rikonstruktuar nga QTTB Korce,5600000,0,0,5600000
17814,2025,11-2025,001,05,1005142,Agjencia Rajonale e Ekstensionit Bujqesor Korce (1515),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,1515,18AL624,Blerje Pajisje zyrash nga AREB Korçë,361000,0,0,361000
17815,2025,11-2025,001,05,1005140,Agjencia Rajonale e Ekstensionit Bujqesor Shkoder (3333),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,3333,18AL405,Pajisje kompjuterike te blera AREB Shkoder,500000,0,0,500000
17816,2025,11-2025,001,05,1005140,Agjencia Rajonale e Ekstensionit Bujqesor Shkoder (3333),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,3333,18AL408,Kondicionere te blere nga AREB Shkoder,500000,0,0,500000
17817,2025,11-2025,001,05,1005116,Qendra e Transferimit te Teknologjive Bujqesore Shkoder (3333),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,3333,18AL623,Blerje pajsije sistemi ujitës nga QTTB Shkodër,2000000,0,0,2000000
17818,2025,11-2025,001,05,1005139,Agjencia Rajonale e Ekstensionit Bujqesor Tirane (3535),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,3535,18AL410,Kondicionere te blere nga AREB Tirane,500000,0,0,500000
17819,2025,11-2025,001,05,1005139,Agjencia Rajonale e Ekstensionit Bujqesor Tirane (3535),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,3535,M050778,Blerje pajisje kompjuterike,500000,0,0,500000
17820,2025,11-2025,001,05,1005113,Qendra e Transferimit te Teknologjive Bujqesore Vlore (3737),B1,04860,Keshillimi dhe Informacioni Bujqesor,230,3737,18AL525,Rrethimi I bazes eksperimentale ne QTTB Vlore,999000,0,0,999000
17821,2025,11-2025,001,05,1005113,Qendra e Transferimit te Teknologjive Bujqesore Vlore (3737),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,3737,18AL525,Rrethimi I bazes eksperimentale ne QTTB Vlore,4220000,0,0,4220000
17822,2025,11-2025,001,05,1005113,Qendra e Transferimit te Teknologjive Bujqesore Vlore (3737),B1,04860,Keshillimi dhe Informacioni Bujqesor,231,3737,18AL627,Blerje transformatori elektrik per QTTB Vlore,371000,0,0,371000
17823,2025,11-2025,001,05,1005112,Qendra e Transferimit te Teknologjive Bujqesore Kruje (0716),B1,05470,Menaxhimi i Qendrueshem i Tokes Bujqesore,231,0716,24AJ601,Blerje pajisje kompjuterike & laboratorike per sistemin GIS,7270000,0,0,7270000
17824,2025,11-2025,001,05,1005112,Qendra e Transferimit te Teknologjive Bujqesore Kruje (0716),B1,05470,Menaxhimi i Qendrueshem i Tokes Bujqesore,231,0716,24AJ602,,2730000,0,0,2730000
17825,2025,11-2025,001,06,1006001,Aparati i Ministrise se Infrastruktures dhe Energjise (3535),B1,01110,Planifikimi, Menaxhimi dhe Administrimi,231,3535,18BH402,Blerje pajisje elektronike pc, fotokopje etj,9000000,0,0,9000000
17826,2025,11-2025,001,06,1006001,Aparati i Ministrise se Infrastruktures dhe Energjise (3535),B1,01110,Planifikimi, Menaxhimi dhe Administrimi,231,3535,18BH518,Blerje aksesor/pajisje elektrike dhe hidraulike per pompak e ujit dhe hidratantin MKZ,2000000,0,0,2000000
17827,2025,11-2025,001,06,1006001,Aparati i Ministrise se Infrastruktures dhe Energjise (3535),B1,01110,Planifikimi, Menaxhimi dhe Administrimi,231,3535,M063701,Blerje orendi dhe pajisje zyre,2000000,0,0,2000000
17828,2025,11-2025,001,06,1006164,Agjencia e Eficences se Energjise (AEE) (3535),B1,04320,Mbeshtetje per Energjine,231,3535,18BH603,Projekt Pilot për "Vendosjen e sistemit të ndricimit me efiçencë të lartë energjie, ne stacionet e parkimit të makinave elektrike, paneleve fotovoltaik", në qytetin e Shkodrës,1179100,0,0,1179100
