Id,PeriodYear,PeriodName,EntQev,MinLinj,InstitCode,InstitName,Kap,ProgramCode,ProgramName,EconomicCode,TreasureCode,ProjectCode,ProjectName,Revised,Actual,Encumbrance,AvailableFunds
28504,2026,02-2026,001,56,1056001,Fondi i Zhvillimit Shqiptar (3535),B1,04230,Mbeshtetje per Peshkimin,231,3535,18BN014,Nderhyrja Rigjenirimi Urban ne Fshtra me potencial Turisitik,98140186,0,0,98140186
28505,2026,02-2026,001,56,1056001,Fondi i Zhvillimit Shqiptar (3535),B1,04230,Mbeshtetje per Peshkimin,231,3535,18BN016,Inkubator i Biznesit në mikpritje  dhe  Turizëm  në Korçë,14268429,0,0,14268429
28506,2026,02-2026,001,56,1056001,Fondi i Zhvillimit Shqiptar (3535),B1,04230,Mbeshtetje per Peshkimin,231,3535,18BN017,FAB LAB i Artizanit,47316415,0,0,47316415
28507,2026,02-2026,001,56,1056001,Fondi i Zhvillimit Shqiptar (3535),B1,04230,Mbeshtetje per Peshkimin,231,3535,18BN018,Fab Labi i Bimeve medicinale,77730790,0,0,77730790
28508,2026,02-2026,001,56,1056001,Fondi i Zhvillimit Shqiptar (3535),B1,04230,Mbeshtetje per Peshkimin,231,3535,18BN019,Nderhyrje per rehabilitim dhe transformim mjedisor, peisazhit urban dhe natyror, etj.,68391480,0,0,68391480
28509,2026,02-2026,001,56,1056001,Fondi i Zhvillimit Shqiptar (3535),B1,04230,Mbeshtetje per Peshkimin,231,3535,18BN020,Ndërhyrje jetezuese për transformimin e e vlerave te braktisura në mundësi zhvillimi rajonal dhe vendor,44181992,0,0,44181992
28510,2026,02-2026,001,56,1056001,Fondi i Zhvillimit Shqiptar (3535),B1,04230,Mbeshtetje per Peshkimin,231,3535,23AB001,Ndërhyrje për përmirësimin e Strukturave mbrojtëse, veprave tëartit etj, Rajonet 1&2,18930412,0,0,18930412
28511,2026,02-2026,001,56,1056001,Fondi i Zhvillimit Shqiptar (3535),B1,04230,Mbeshtetje per Peshkimin,231,3535,23AB101,Mbështetje për ngritjen e poleve të zhvillimit të integruar rural me partneritet me njësitë e vetqeverisjes vendore dhe aktorë të tjerë lokalë dhe qendrorë,111163654,0,0,111163654
28512,2026,02-2026,001,56,1056001,Fondi i Zhvillimit Shqiptar (3535),B1,04230,Mbeshtetje per Peshkimin,231,3535,24AD501,Nxitja e nderveprimit dhe frymes komunitare,  gjallerimi I jetes socio-kulturore ne zona me potencial zhvillimi nepermjet rijetezimit te aseteve publike,2811672,0,0,2811672
28513,2026,02-2026,001,56,1056001,Fondi i Zhvillimit Shqiptar (3535),B1,04230,Mbeshtetje per Peshkimin,231,3535,24AG001,Permiresimi i transportit dhe aksesit nepermjet nderhyrjeve ne rruget e bardha etj, Rajoni 1&2 Faza II,566807469,0,0,566807469
28514,2026,02-2026,001,56,1056001,Fondi i Zhvillimit Shqiptar (3535),B1,04230,Mbeshtetje per Peshkimin,231,3535,24AG002,Paketat 4 - Permiresimi i transportit dhe aksesit nepermjet nderhyrjeve ne rruget e bardha etj, Rajoni 3&4 Faza II,145905601,0,0,145905601
28515,2026,02-2026,001,56,1056001,Fondi i Zhvillimit Shqiptar (3535),B1,04230,Mbeshtetje per Peshkimin,231,3535,24AG101,Rigjenerimi Urban në zona periferike dhe informale dhe në fshatra me popullsi të dendur, etj Rajonet 1&2,474198121,0,0,474198121
28516,2026,02-2026,001,56,1056001,Fondi i Zhvillimit Shqiptar (3535),B1,04230,Mbeshtetje per Peshkimin,231,3535,24AG102,Rigjenerimi Urban në zona periferike dhe informale dhe në fshatra me popullsi të dendur, etj Rajonet 3&4,96805347,0,0,96805347
28517,2026,02-2026,001,56,1056001,Fondi i Zhvillimit Shqiptar (3535),B1,04230,Mbeshtetje per Peshkimin,231,3535,M560009,Projekte investimi,733348432,0,0,733348432
28518,2026,02-2026,001,56,1056001,Fondi i Zhvillimit Shqiptar (3535),B1,06210,Programe Zhvillimi,231,3535,18BN114,Projekte te reja investimi,1347048502,0,0,1347048502
